Period;Value;HS_Commodity;Trade_Flow;Indicator;Reporter_Country;Partner_Country
Jan 2025;1218719057;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Apr 2021;1220513262;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jun 2023;1220897218;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2025;1222241348;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Rwanda;SADC
Aug 2025;1222241348;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Rwanda;SADC
May 2021;1224042308;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Rwanda;SADC
May 2021;1224042308;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Rwanda;SADC
Jul 2020;1224534261;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Jul 2020;1224534261;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;Total Exports;FOB Value (US$);Kenya;SADC
Dec 2021;1225859246;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Rwanda;SADC
Dec 2021;1225859246;2609 - Tin ores and concentrates.;Total Imports;CIF Value (US$);Rwanda;SADC
Nov 2024;1229657895;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Nov 2024;1229657895;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
May 2023;1231710791;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
May 2023;1231710791;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jul 2022;1232754393;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
May 2020;1234558834;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
May 2020;1234558834;2616 - Precious metal ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Jun 2021;1239548601;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Jun 2023;1240505024;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Mar 2023;1242691609;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
May 2025;1245868097;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Jan 2021;1246501393;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Aug 2020;1246856005;2603 - Copper ores and concentrates.;Total Imports;CIF Value (US$);DR Congo;SADC
Oct 2022;1248110551;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Kenya;European Union All Countries
Oct 2022;1248110551;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;CIF Value (US$);Kenya;European Union All Countries
Jul 2023;1250215132;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Jul 2023;1250215132;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Mar 2023;1250288313;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Apr 2021;1251576367;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Jul 2025;1252212952;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Feb 2023;1253456842;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Feb 2023;1253456842;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
May 2023;1257616162;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jul 2025;1260875824;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;SADC
Apr 2025;1262783814;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Apr 2021;1265546341;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Jul 2020;1267313932;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Oct 2024;1270475471;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Oct 2020;1270720597;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Mar 2022;1272988134;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Feb 2022;1274026007;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Dec 2023;1274696885;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Dec 2023;1274696885;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jul 2020;1275207999;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Nov 2024;1276861082;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Nov 2024;1276861082;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Sep 2025;1277072094;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Oct 2021;1277257133;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Sep 2021;1277350878;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Sep 2021;1277350878;2616 - Precious metal ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Aug 2021;1277981152;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
Jan 2025;1278347693;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Feb 2023;1278634589;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Mar 2025;1279122833;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Feb 2025;1280203761;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Feb 2025;1280203761;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Mar 2022;1280697447;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Jun 2023;1284275755;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Feb 2022;1284897249;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Feb 2022;1284897249;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Feb 2021;1285858558;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Feb 2021;1285858558;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Feb 2022;1286335971;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Mar 2025;1286610722;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Mar 2025;1286610722;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Sep 2023;1289857919;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Nov 2020;1289934475;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Nov 2020;1289934475;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Apr 2024;1291771229;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Apr 2024;1291771229;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Jun 2022;1292119085;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Jun 2022;1292119085;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Dec 2020;1298997882;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Dec 2020;1298997882;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
May 2025;1299265262;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Nov 2020;1301420080;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Sep 2022;1301690064;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Nov 2024;1306359649;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Rwanda;SADC
Nov 2024;1306359649;2616 - Precious metal ores and concentrates.;Total Imports;CIF Value (US$);Rwanda;SADC
Mar 2022;1308444519;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Sep 2025;1309181291;26 - Ores, slag and ash.;Total Imports;Quantity;DR Congo;SADC
Mar 2023;1309928776;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Aug 2023;1311783426;2606 - Aluminium ores and concentrates.;Total Imports;CIF Value (US$);Kenya;SADC
Aug 2020;1316863266;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2021;1317518698;2606 - Aluminium ores and concentrates.;Total Imports;CIF Value (US$);Kenya;SADC
Dec 2020;1321539208;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;CIF Value (US$);Uganda;SADC
Oct 2021;1322596545;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Sep 2023;1328034006;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2021;1338741676;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Mar 2024;1339461201;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;SADC
Sep 2021;1339564407;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Nov 2022;1343708267;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Apr 2021;1344167418;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Oct 2020;1346994699;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Apr 2020;1349591998;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Mar 2023;1350468441;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jan 2024;1351316945;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Jan 2024;1351316945;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Jan 2024;1354775961;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Jan 2024;1354775961;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Nov 2023;1357714320;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Nov 2023;1357714320;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Apr 2020;1372210001;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
Apr 2020;1372210001;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Jun 2023;1374123412;2606 - Aluminium ores and concentrates.;Total Imports;CIF Value (US$);Kenya;SADC
Apr 2020;1374688926;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Rwanda;SADC
Apr 2020;1374688926;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Rwanda;SADC
Jul 2023;1375619491;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Dec 2022;1378042649;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Sep 2023;1378131091;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;SADC
Jun 2020;1380999999;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
Jun 2020;1380999999;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Feb 2025;1384187997;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Feb 2020;1386821002;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
May 2021;1389130076;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
May 2021;1389130076;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Apr 2021;1390073681;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Apr 2021;1390073681;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Apr 2021;1391226307;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Apr 2021;1391226307;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Oct 2023;1394290077;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
Jun 2022;1394518112;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Feb 2025;1400689133;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Feb 2025;1400689133;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Aug 2025;1402285562;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
May 2025;1402549223;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Jan 2022;1405293874;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Oct 2020;1408376115;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Oct 2025;1411355112;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Feb 2025;1412146787;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);DR Congo;SADC
Feb 2025;1412146787;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);DR Congo;SADC
Feb 2021;1413297177;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Aug 2025;1414890105;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Dec 2020;1418060331;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Dec 2021;1418648609;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Kenya;European Union All Countries
Dec 2021;1418648609;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;CIF Value (US$);Kenya;European Union All Countries
May 2023;1421355108;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
May 2023;1421355108;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Jun 2024;1422657692;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jun 2024;1422657692;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Nov 2024;1424537399;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Nov 2024;1424537399;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Dec 2022;1427016711;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jan 2025;1428008339;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jan 2025;1428008339;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Jan 2021;1430780474;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Rwanda;SADC
Jan 2021;1430780474;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Rwanda;SADC
Aug 2024;1434263068;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;European Union All Countries
Mar 2024;1435342037;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Mar 2024;1435342037;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Nov 2022;1442526432;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Sep 2020;1443475785;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Jan 2023;1443921407;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Jan 2023;1443921407;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Sep 2020;1446607147;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Feb 2024;1451647074;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jul 2024;1452944337;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Feb 2024;1457661287;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Feb 2024;1457661287;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Nov 2023;1461637259;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Mar 2025;1461690734;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);DR Congo;SADC
Mar 2025;1461690734;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);DR Congo;SADC
Jun 2023;1463138618;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Feb 2024;1471219283;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Feb 2024;1471219283;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
May 2025;1474366136;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jun 2025;1479136394;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Aug 2024;1481091137;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Rwanda;European Union All Countries
Aug 2024;1481091137;2603 - Copper ores and concentrates.;Total Imports;CIF Value (US$);Rwanda;European Union All Countries
Mar 2021;1481237435;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Jan 2024;1485136113;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
May 2025;1485196109;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Oct 2021;1491359997;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Apr 2020;1494942591;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Apr 2020;1494942591;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;CIF Value (US$);Uganda;SADC
Jun 2025;1496359479;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Dec 2021;1497517869;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Nov 2024;1500067569;7111 - Base metals, silver or gold,clad with platinum, not further worked than semi-manufactured.;Total Imports;CIF Value (US$);United Republic of Tanzania;ASEAN
Jan 2024;1503944712;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Sep 2024;1506000207;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
Sep 2024;1506000207;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
Oct 2020;1515976168;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Nov 2023;1518948687;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Nov 2023;1518948687;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Nov 2024;1522500011;2504 - Natural graphite.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Mar 2024;1525695273;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Rwanda;European Union All Countries
Apr 2025;1529026692;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Dec 2022;1529357505;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Dec 2022;1529357505;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Dec 2022;1531983453;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jan 2022;1532784276;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Oct 2022;1532809469;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Oct 2022;1532809469;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Oct 2021;1534853829;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;SADC
Jan 2023;1536709797;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Oct 2023;1542945458;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Nov 2022;1548257979;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Nov 2020;1550311402;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Apr 2020;1552538388;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Mar 2025;1555641756;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Jan 2025;1555645624;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Rwanda;European Union All Countries
Jan 2025;1555645624;2609 - Tin ores and concentrates.;Total Imports;CIF Value (US$);Rwanda;European Union All Countries
Sep 2022;1556737035;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Aug 2025;1562295513;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Sep 2022;1570522195;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Sep 2022;1570522295;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Sep 2025;1570826238;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Jul 2024;1577518619;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Jul 2024;1577518619;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Jul 2020;1580806073;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2024;1584186259;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Aug 2024;1584186259;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Sep 2023;1585191638;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);United Republic of Tanzania;European Union All Countries
